Frame,C2H6_gas,C2H8_gas,C3H12_gas,CH2O*,CH2_gas,CH3O*,CH3_gas,CH4O*,CH4_gas,CH5_gas,CH_gas,C_gas,H*,H2_gas,H_gas,O*,OH*
672,1,,,,1,1,2,,44,,,,2,2,,23,1
673,1,,,,1,1,2,,44,,,,2,2,,23,1
674,1,,,,1,1,2,,44,,,,2,2,,23,1
675,1,,,,1,1,2,,44,,,,1,2,1,23,1
676,1,,,,1,1,2,,44,,,,1,2,1,23,1
677,1,,,,1,1,2,,44,,,,1,2,1,23,1
678,1,,,,1,1,2,,44,,,,1,2,1,23,1
679,1,,,,1,1,2,,44,,,,1,2,1,23,1
680,1,,,,1,1,2,,44,,,,1,2,1,23,1
681,1,,,,1,1,2,,44,,,,1,2,1,23,1
682,1,,,,1,1,2,,44,,,,1,2,1,23,1
683,1,,,,1,1,2,,44,,,,1,2,1,23,1
684,1,,,,1,1,2,,44,,,,1,2,1,23,1
685,1,,,,1,1,2,,44,,,,1,2,1,23,1
686,1,,,,1,1,2,,44,,,,1,2,1,23,1
687,1,,,,1,1,2,,44,,,,1,2,1,23,1
688,1,,,,1,1,2,,44,,,,1,2,1,23,1
689,1,,,,1,1,2,,44,,,,1,2,1,23,1
690,1,,,,1,1,2,,44,,,,1,2,1,23,1
691,1,,,,1,1,2,,44,,,,1,2,1,23,1
692,1,,,,1,1,2,,44,,,,1,2,1,23,1
693,1,,,,1,1,2,,44,,,,1,2,1,23,1
694,1,,,,1,1,2,,44,,,,2,2,,23,1
695,1,,,,1,1,2,,44,,,,1,2,1,23,1
696,1,,,,1,1,2,,44,,,,1,2,1,23,1
697,1,,,,1,1,2,,44,,,,1,2,1,23,1
698,1,,,,1,1,2,,44,,,,1,2,1,23,1
699,1,,,,1,1,2,,44,,,,1,2,1,23,1
700,1,,,,1,1,2,,44,,,,2,2,,23,1
701,1,,,,1,1,2,,44,,,,1,2,1,23,1
702,1,,,,1,1,2,,44,,,,1,2,1,23,1
703,1,,,,1,1,2,,44,,,,1,2,1,23,1
704,1,,,,1,1,2,,44,,,,1,2,1,23,1
705,1,,,,1,1,2,,44,,,,1,2,1,23,1
706,1,,,,1,1,2,,44,,,,1,2,1,23,1
707,1,,,,1,1,2,,44,,,,1,2,1,23,1
708,1,,,,1,1,2,,44,,,,1,2,1,23,1
709,1,,,,1,1,2,,44,,,,2,2,,23,1
710,1,,,,1,1,2,,44,,,,1,2,1,23,1
711,1,,,,1,1,2,,44,,,,1,2,1,23,1
712,1,,,,1,1,2,,44,,,,1,2,1,23,1
713,1,,,,1,1,2,,44,,,,1,2,1,23,1
714,1,,,,1,1,2,,44,,,,1,2,1,23,1
715,1,,,,1,1,2,,44,,,,1,2,1,23,1
716,1,,,,1,1,2,,44,,,,1,2,1,23,1
717,1,,,,1,1,2,,44,,,,1,2,1,23,1
718,1,,,,1,1,2,,44,,,,2,2,,23,1
719,1,,,,1,1,2,,44,,,,2,2,,23,1
720,1,,,,1,1,2,,44,,,,1,2,1,23,1
721,1,,,,1,1,2,,44,,,,1,2,1,23,1
722,1,,,,1,1,2,,44,,,,1,2,1,23,1
723,1,,,,1,1,2,,44,,,,1,2,1,23,1
724,1,,,,1,1,2,,44,,,,1,2,1,23,1
725,1,,,,1,1,2,,44,,,,1,2,1,23,1
726,1,,,,1,1,2,,44,,,,1,2,1,23,1
727,1,,,,1,1,2,,44,,,,1,2,1,23,1
728,1,,,,1,1,2,,44,,,,2,2,,23,1
729,1,,,,1,1,2,,44,,,,1,2,1,23,1
730,1,,,,1,1,2,,44,,,,1,2,1,23,1
731,1,,,,1,1,2,,44,,,,1,2,1,23,1
732,1,,,,1,1,2,,44,,,,1,2,1,23,1
733,1,,,,1,1,2,,44,,,,1,2,1,23,1
734,1,,,,1,1,2,,44,,,,1,2,1,23,1
735,1,,,,1,1,2,,44,,,,1,2,1,23,1
736,1,,,,1,1,2,,44,,,,1,2,1,23,1
737,1,,,,1,1,2,,44,,,,2,2,,23,1
738,1,,,,1,1,2,,44,,,,1,2,1,23,1
739,1,,,,1,1,2,,44,,,,1,2,1,23,1
740,1,,,,1,1,2,,44,,,,1,2,1,23,1
741,1,,,,1,1,2,,44,,,,1,2,1,23,1
742,1,,,,1,1,2,,43,1,,,1,2,,23,1
743,1,,,,1,1,2,,44,,,,1,2,1,23,1
744,1,,,,1,1,2,,44,,,,1,2,1,23,1
745,1,,,,1,1,2,,44,,,,1,2,1,23,1
746,1,,,,1,1,2,,44,,,,1,2,1,23,1
747,1,,,,1,1,2,,44,,,,2,2,,23,1
748,1,,,,1,1,2,,44,,,,1,2,1,23,1
749,1,,,,1,1,2,,44,,,,1,2,1,23,1
750,1,,,,1,1,2,,44,,,,1,2,1,23,1
751,1,,,,1,1,2,,44,,,,1,2,1,23,1
752,1,,,,1,1,2,,44,,,,1,2,1,23,1
753,1,,,,1,1,2,,44,,,,1,2,1,23,1
754,1,,,,1,1,2,,44,,,,1,2,1,23,1
755,1,,,,1,1,2,,44,,,,1,2,1,23,1
756,1,,,,1,1,2,,44,,,,1,2,1,23,1
757,1,,,,1,1,2,,44,,,,2,2,,23,1
758,1,,,,1,1,2,,44,,,,1,2,,22,2
759,1,,,,1,1,2,,44,,,,1,2,1,23,1
760,1,,,,1,1,2,,43,1,,,1,2,,23,1
761,1,,,,1,1,2,,44,,,,1,2,1,23,1
762,1,,,,1,1,2,,44,,,,1,2,1,23,1
763,1,,,,1,1,2,,44,,,,1,2,1,23,1
764,1,,,,1,1,2,,44,,,,1,2,1,23,1
765,1,,,,1,1,2,,44,,,,1,2,1,23,1
766,1,,,,1,1,2,,44,,,,1,2,1,23,1
767,1,,,,1,1,2,,44,,,,1,2,1,23,1
768,1,,,,1,1,2,,44,,,,1,2,1,23,1
769,1,,,,1,1,2,,44,,,,1,2,,22,2
770,1,,,,1,1,2,,44,,,,1,2,1,23,1
771,1,,,,1,1,2,,44,,,,1,2,1,23,1
772,1,,,,1,1,2,,44,,,,1,2,1,23,1
773,1,,,,1,1,2,,44,,,,1,2,1,23,1
774,1,,,,1,1,2,,44,,,,1,2,1,23,1
775,1,,,,1,1,2,,44,,,,1,2,1,23,1
776,1,,,,1,1,2,,44,,,,1,2,1,23,1
777,1,,,,1,1,2,,44,,,,1,2,1,23,1
778,1,,,,1,1,2,,44,,,,1,2,1,23,1
779,1,,,,1,1,2,,44,,,,2,2,,23,1
780,1,,,,1,1,2,,44,,,,2,2,,23,1
781,1,,,,1,1,2,,44,,,,1,2,1,23,1
782,1,,,,1,1,2,,44,,,,1,2,1,23,1
783,1,,,,1,1,2,,44,,,,1,2,1,23,1
784,1,,,,1,1,2,,44,,,,1,2,1,23,1
785,1,,,,1,1,2,,44,,,,1,2,1,23,1
786,1,,,,1,1,2,,44,,,,1,2,1,23,1
787,1,,,,1,1,2,,44,,,,1,2,1,23,1
788,1,,,,1,1,2,,44,,,,1,2,1,23,1
789,1,,,,1,1,2,,44,,,,1,2,1,23,1
790,1,,,,1,1,2,,44,,,,1,2,1,23,1
791,1,,,,1,1,2,,44,,,,1,2,1,23,1
792,1,,,,1,1,2,,44,,,,2,2,,23,1
793,1,,,,1,1,2,,44,,,,2,2,,23,1
794,1,,,,1,1,2,,44,,,,1,2,1,23,1
795,1,,,,1,1,2,,44,,,,1,2,1,23,1
796,1,,,,1,1,2,,44,,,,1,2,1,23,1
797,1,,,,1,1,2,,44,,,,1,2,1,23,1
798,1,,,,1,1,2,,44,,,,1,2,1,23,1
799,1,,,,1,1,2,,43,1,,,1,2,,23,1
800,1,,,,1,1,2,,44,,,,1,2,1,23,1
801,1,,,,1,1,2,,44,,,,1,2,1,23,1
802,1,,,,1,1,2,,44,,,,1,2,1,23,1
803,1,,,,1,1,2,,44,,,,1,2,1,23,1
804,1,,,,1,1,2,,44,,,,1,2,1,23,1
805,1,,,,1,1,2,,44,,,,1,2,1,23,1
806,1,,,,1,1,2,,44,,,,1,2,1,23,1
807,1,,,,1,1,2,,44,,,,1,2,1,23,1
808,1,,,,1,1,2,,44,,,,2,2,,23,1
809,1,,,,1,1,2,,44,,,,2,2,,23,1
810,1,,,,1,1,2,,44,,,,1,2,1,23,1
811,1,,,,1,1,2,,44,,,,1,2,1,23,1
812,1,,,,1,1,2,,44,,,,1,2,1,23,1
813,1,,,,1,1,3,,43,,,,1,2,2,23,1
814,1,,,,1,1,3,,43,,,,1,2,2,23,1
815,1,,,,1,1,2,,44,,,,1,2,1,23,1
816,1,,,,1,1,2,,44,,,,1,2,1,23,1
817,1,,,,1,1,2,,44,,,,1,2,1,23,1
818,1,,,,1,1,2,,44,,,,1,2,1,23,1
819,1,,,,1,1,2,,44,,,,1,2,1,23,1
820,1,,,,1,1,2,,44,,,,1,2,1,23,1
821,1,,,,1,1,2,,44,,,,1,2,1,23,1
822,1,,,,1,1,2,,44,,,,1,2,1,23,1
823,1,,,,1,1,2,,44,,,,1,2,1,23,1
824,1,,,,1,1,2,,44,,,,1,2,1,23,1
825,1,,,,1,1,2,,44,,,,1,2,1,23,1
826,1,,,,1,1,2,,44,,,,1,2,1,23,1
827,1,,,,1,1,2,,44,,,,2,2,,23,1
828,1,,,,1,1,2,,44,,,,2,2,,23,1
829,1,,,,1,1,2,,44,,,,2,2,,23,1
830,1,,,,1,1,2,,44,,,,1,2,1,23,1
831,1,,,,1,1,3,,43,,,,1,2,2,23,1
832,1,,,,1,1,3,,43,,,,1,2,2,23,1
833,1,,,,1,1,2,,44,,,,1,2,1,23,1
834,1,,,,1,1,2,,44,,,,1,2,1,23,1
835,1,,,,1,1,2,,44,,,,1,2,1,23,1
836,1,,,,1,1,2,,44,,,,1,2,1,23,1
837,1,,,,1,1,3,,43,,,,1,2,2,23,1
838,1,,,,1,1,3,,43,,,,1,2,2,23,1
839,1,,,,1,1,2,,44,,,,1,2,1,23,1
840,1,,,,1,1,2,,44,,,,1,2,1,23,1
841,1,,,,1,1,2,,44,,,,1,2,1,23,1
842,1,,,,1,1,2,,44,,,,1,2,1,23,1
843,1,,,,1,1,3,,43,,,,2,2,1,23,1
844,1,,,,1,1,3,,43,,,,1,2,2,23,1
845,1,,,,1,1,2,,44,,,,1,2,1,23,1
846,1,,,,1,1,2,,44,,,,1,2,1,23,1
847,1,,,,1,1,2,,44,,,,1,2,1,23,1
848,1,,,,1,1,2,,44,,,,1,2,1,23,1
849,1,,,,1,1,3,,43,,,,1,2,2,23,1
850,1,,,,1,1,3,,43,,,,1,2,2,23,1
851,1,,,,1,1,3,,43,,,,1,2,2,23,1
852,1,,,,1,1,2,,44,,,,1,2,1,23,1
853,1,,,,1,1,2,,44,,,,1,2,1,23,1
854,1,,,,1,1,2,,44,,,,1,2,1,23,1
855,1,,,,1,1,2,,44,,,,1,2,1,23,1
856,1,,,,1,1,3,,43,,,,1,2,2,23,1
857,1,,,,1,1,3,,43,,,,2,2,1,23,1
858,1,,,,1,1,2,,44,,,,2,2,,23,1
859,1,,,,1,1,2,,44,,,,1,2,1,23,1
860,1,,,,1,1,2,,44,,,,1,2,1,23,1
861,1,,,,1,1,2,,44,,,,1,2,1,23,1
862,1,,,,1,1,3,,43,,,,1,2,2,23,1
863,1,,,,1,1,3,,43,,,,1,2,2,23,1
864,1,,,,1,1,2,,44,,,,1,2,1,23,1
865,1,,,,1,1,2,,44,,,,1,2,1,23,1
866,1,,,,1,1,2,,44,,,,1,2,1,23,1
867,1,,,,1,1,2,,44,,,,1,2,1,23,1
868,1,,,,1,1,3,,43,,,,1,2,2,23,1
869,1,,,,1,1,3,,43,,,,2,2,1,23,1
870,1,,,,1,1,2,,44,,,,2,2,,23,1
871,1,,,,1,1,2,,44,,,,1,2,1,23,1
872,1,,,,1,1,2,,44,,,,1,2,1,23,1
873,1,,,,1,1,2,,44,,,,1,2,1,23,1
874,1,,,,1,1,3,,43,,,,1,2,2,23,1
875,1,,,,1,1,3,,43,,,,1,2,2,23,1
876,1,,,,1,1,3,,43,,,,1,2,2,23,1
877,1,,,,1,1,2,,44,,,,1,2,1,23,1
878,1,,,,1,1,2,,44,,,,1,2,1,23,1
879,1,,,,1,1,2,,44,,,,1,2,1,23,1
880,1,,,,1,1,3,,43,,,,1,2,2,23,1
881,1,,,,1,1,3,,43,,,,1,2,2,23,1
882,1,,,,1,1,3,,43,,,,1,2,2,23,1
883,1,,,,1,1,2,,44,,,,1,2,1,23,1
884,1,,,,1,1,2,,44,,,,1,2,1,23,1
885,1,,,,1,1,2,,44,,,,1,2,1,23,1
886,1,,,,1,1,2,,44,,,,2,2,,23,1
887,1,,,,1,1,3,,43,,,,2,2,1,23,1
888,1,,,,1,1,3,,43,,,,1,2,2,23,1
889,1,,,,1,1,2,,44,,,,1,2,1,23,1
890,1,,,,1,1,2,,44,,,,1,2,1,23,1
891,1,,,,1,1,2,,44,,,,1,2,1,23,1
892,1,,,,1,1,2,,44,,,,1,2,1,23,1
893,1,,,,1,1,3,,43,,,,1,2,2,23,1
894,1,,,,1,1,3,,42,1,,,1,2,1,23,1
895,1,,,,1,1,3,,43,,,,1,2,2,23,1
896,1,,,,1,1,2,,44,,,,1,2,1,23,1
897,1,,,,1,1,2,,44,,,,1,2,1,23,1
898,1,,,,1,1,2,,44,,,,1,2,1,23,1
899,1,,,,1,1,2,,44,,,,1,2,1,23,1
900,1,,,,1,1,3,,43,,,,1,2,2,23,1
901,1,,,,1,1,3,,43,,,,1,2,2,23,1
902,1,,,,1,1,3,,43,,,,1,2,2,23,1
903,1,,,,1,1,2,,44,,,,1,2,1,23,1
904,1,,,,1,1,2,,44,,,,1,2,1,23,1
905,1,,,,1,1,2,,44,,,,2,2,,23,1
906,1,,,,1,1,2,,44,,,,2,2,,23,1
907,1,,,,1,1,3,,43,,,,2,2,1,23,1
908,1,,,,1,1,3,,43,,,,1,2,1,22,2
909,1,,,,1,1,3,,42,1,,,1,2,1,23,1
910,1,,,,1,1,2,,44,,,,1,2,1,23,1
911,1,,,,1,1,2,,44,,,,1,2,1,23,1
912,1,,,,1,1,2,,44,,,,1,2,1,23,1
913,1,,,,1,1,2,,44,,,,1,2,1,23,1
914,1,,,,1,1,3,,43,,,,1,2,2,23,1
915,1,,,,1,1,3,,43,,,,1,2,2,23,1
916,1,,,,1,1,2,,44,,,,1,2,1,23,1
917,1,,,,1,1,2,,44,,,,1,2,1,23,1
918,1,,,,1,1,2,,44,,,,1,2,1,23,1
919,1,,,,1,1,2,,44,,,,1,2,1,23,1
920,1,,,,1,1,3,,43,,,,1,2,2,23,1
921,1,,,,1,1,3,,43,,,,1,2,2,23,1
922,1,,,,1,1,3,,43,,,,1,2,2,23,1
923,1,,,,1,1,2,,44,,,,1,2,1,23,1
924,1,,,,1,1,2,,44,,,,1,2,1,23,1
925,1,,,,1,1,2,,44,,,,1,2,1,23,1
926,1,,,,1,1,2,,44,,,,1,2,1,23,1
927,1,,,,1,1,3,,43,,,,1,2,2,23,1
928,1,,,,1,1,3,,43,,,,1,2,2,23,1
929,1,,,,1,1,3,,43,,,,1,2,2,23,1
930,1,,,,1,1,2,,44,,,,1,2,1,23,1
931,1,,,,1,1,2,,44,,,,1,2,1,23,1
932,1,,,,1,1,2,,44,,,,1,2,1,23,1
933,1,,,,1,1,2,,44,,,,1,2,1,23,1
934,1,,,,1,1,3,,43,,,,1,2,2,23,1
935,1,,,,1,1,3,,43,,,,1,2,2,23,1
936,1,,,,1,1,2,,44,,,,1,2,1,23,1
937,1,,,,1,1,2,,44,,,,1,2,1,23,1
938,1,,,,1,1,2,,44,,,,1,2,1,23,1
939,1,,,,1,1,2,,44,,,,1,2,1,23,1
940,1,,,,1,1,3,,43,,,,2,2,1,23,1
941,1,,,,1,1,3,,43,,,,2,2,1,23,1
942,1,,,,1,1,2,,44,,,,1,2,,22,2
943,1,,,,1,1,2,,44,,,,2,2,,23,1
944,1,,,,1,1,2,,44,,,,2,2,,23,1
945,1,,,,1,1,2,,43,1,,,1,2,,23,1
946,1,,,,1,1,2,,44,,,,1,2,1,23,1
947,1,,,,1,1,3,,43,,,,1,2,2,23,1
948,1,,,,1,1,3,,43,,,,1,2,2,23,1
949,1,,,,1,1,2,,44,,,,1,2,1,23,1
950,1,,,,1,1,2,,44,,,,1,2,1,23,1
951,1,,,,1,1,2,,44,,,,1,2,1,23,1
952,1,,,,1,1,2,,44,,,,1,2,1,23,1
953,1,,,,1,1,3,,43,,,,1,2,2,23,1
954,1,,,,1,1,3,,43,,,,1,2,2,23,1
955,1,,,,1,1,2,,44,,,,1,2,1,23,1
956,1,,,,1,1,2,,44,,,,1,2,1,23,1
957,1,,,,1,1,2,,44,,,,1,2,1,23,1
958,1,,,,1,1,2,,44,,,,1,2,1,23,1
959,1,,,,1,1,2,,44,,,,1,2,1,23,1
960,1,,,,1,1,2,,44,,,,1,2,1,23,1
961,1,,,,1,1,2,,44,,,,1,2,1,23,1
962,1,,,,1,1,2,,44,,,,1,2,1,23,1
963,1,,,,1,1,2,,44,,,,1,2,1,23,1
964,1,,,,1,1,2,,44,,,,1,2,1,23,1
965,1,,,,1,1,2,,44,,,,1,2,1,23,1
966,1,,,,1,1,2,,44,,,,1,2,1,23,1
967,1,,,,1,1,2,,44,,,,1,2,1,23,1
968,1,,,,1,1,2,,44,,,,1,2,1,23,1
969,1,,,,1,1,2,,44,,,,1,2,1,23,1
970,1,,,,1,1,2,,44,,,,1,2,1,23,1
971,1,,,,1,1,2,,44,,,,1,2,1,23,1
972,1,,,,1,1,2,,44,,,,1,2,1,23,1
973,1,,,,1,1,2,,44,,,,1,2,1,23,1
974,1,,,,1,1,2,,44,,,,1,2,1,23,1
975,1,,,,1,1,2,,44,,,,1,2,1,23,1
976,1,,,,1,1,2,,44,,,,1,2,1,23,1
977,1,,,,1,1,2,,44,,,,1,2,1,23,1
978,1,,,,1,1,2,,44,,,,1,2,1,23,1
979,1,,,,1,1,2,,44,,,,1,2,1,23,1
980,1,,,,1,1,2,,44,,,,1,2,1,23,1
981,1,,,,1,1,2,,44,,,,1,2,1,23,1
982,1,,,,1,1,2,,44,,,,1,2,1,23,1
983,1,,,,1,1,2,,44,,,,1,2,1,23,1
984,1,,,,1,1,2,,44,,,,1,2,1,23,1
985,1,,,,1,1,2,,44,,,,1,2,1,23,1
986,1,,,,1,1,2,,44,,,,1,2,1,23,1
987,1,,,,1,1,2,,44,,,,1,2,1,23,1
988,1,,,,1,1,2,,44,,,,1,2,1,23,1
989,1,,,,1,1,2,,44,,,,1,2,1,23,1
990,1,,,,1,1,2,,44,,,,1,2,1,23,1
991,1,,,,1,1,2,,44,,,,1,2,1,23,1
992,1,,,,1,1,2,,44,,,,1,2,1,23,1
993,1,,,,1,1,2,,44,,,,1,2,1,23,1
994,1,,,,1,1,2,,44,,,,1,2,1,23,1
995,1,,,,1,1,2,,44,,,,1,2,1,23,1
996,1,,,,1,1,2,,44,,,,1,2,1,23,1
997,1,,,,1,1,2,,44,,,,1,2,1,23,1
998,1,,,,1,1,2,,44,,,,1,2,1,23,1
999,1,,,,1,1,2,,44,,,,1,2,1,23,1
1000,1,,,,1,1,2,,44,,,,2,2,,23,1
1001,1,,,,1,1,2,,44,,,,2,2,,23,1
